critical_ratio,resonance_ratio,gradient_ratio,energy_ratio,radial_ratio,radial_sign_agrees,lambda_critical_sd,lambda_critical_maxwell,cancellation_gap
0.31,0.584375,1.375,0.7106249778774675,1.3017090916837974,True,-0.8183800622193933,-1.4990927713033804,0.6807127090839871
0.31,0.584375,1.5,0.7106249778774675,1.348832177940609,True,-0.7915420030286097,-1.5024202035023977,0.710878200473788
0.31,0.584375,1.625,0.7106249778774675,1.3961649212477993,True,-0.7664083119834741,-1.50576243990198,0.7393541279185059
0.31,0.584375,1.75,0.7106249778774675,1.4437087239142028,True,-0.7428216301860395,-1.509119579521269,0.7662979493352295
0.31,0.584375,1.875,0.7106249778774675,1.491465000782545,True,-0.7206433916384813,-1.5124917222644443,0.7918483306259629
0.31,0.584375,2.0,0.7106249778774675,1.5394351793697936,True,-0.6997510991026175,-1.5158789689306313,0.8161278698280139
0.31,0.59375,0.0,0.696486666382839,0.8013264118346717,True,-1.3131140465114821,-1.5107725933727632,0.19765854686128104
0.31,0.59375,0.125,0.696486666382839,0.8457114716797264,True,-1.2434063920884375,-1.5098107408291388,0.2664043487407013
0.31,0.59375,0.25,0.696486666382839,0.8900400508606986,True,-1.1807266243146681,-1.5088501122575138,0.3281234879428456
0.31,0.59375,0.375,0.696486666382839,0.9343122571177945,True,-1.1240629271630511,-1.507890705323088,0.383827778160037
0.31,0.59375,0.5,0.696486666382839,0.978528197917367,True,-1.0725888205863556,-1.506932517696998,0.43434369711064247
0.31,0.59375,0.625,0.696486666382839,1.0226879804527844,True,-1.0256225833014336,-1.5059755470562946,0.4803529637548609
0.31,0.59375,0.75,0.696486666382839,1.0667917116452978,True,-0.982596889054918,-1.5050197910839267,0.5224229020290087
0.31,0.59375,0.875,0.696486666382839,1.1108394981449028,True,-0.943035777878975,-1.5040652474687202,0.5610294695897452
0.31,0.59375,1.0,0.696486666382839,1.1548314463312,True,-0.9065369751076463,-1.5031119139053617,0.5965749387977154
0.31,0.59375,1.125,0.696486666382839,1.1987676623142511,True,-0.8727581632994869,-1.5021597880943782,0.6294016247948914
0.31,0.59375,1.25,0.696486666382839,1.2426482519354327,True,-0.8414062130692097,-1.5012088677421203,0.6598026546729105
0.31,0.59375,1.375,0.696486666382839,1.2864733207682841,True,-0.8122286545828856,-1.5002591505607412,0.6880304959778556
0.31,0.59375,1.5,0.696486666382839,1.330242974119357,True,-0.7850068640468456,-1.4993106342681817,0.7143037702213361
0.31,0.59375,1.625,0.696486666382839,1.373957317029057,True,-0.7595505758922666,-1.4983633165881485,0.7388127406958819
0.31,0.59375,1.75,0.696486666382839,1.4176164542724836,True,-0.7356934291788472,-1.4974171952500985,0.7617237660712514
0.31,0.59375,1.875,0.696486666382839,1.4612204903602695,True,-0.7132893277517633,-1.4964722679892202,0.7831829402374568
0.31,0.59375,2.0,0.696486666382839,1.5047695295394108,True,-0.6922094458096153,-1.4955285325464143,0.803319086736799
0.31,0.603125,0.0,0.6835339554965233,0.8068128885913108,True,-1.3206683808641002,-1.5588578484914695,0.23818946762736926
0.31,0.603125,0.125,0.6835339554965233,0.850607307196362,True,-1.248327281871511,-1.5534507089134373,0.3051234270419263
0.31,0.603125,0.25,0.6835339554965233,0.8940989605590245,True,-1.183499749267564,-1.5480809506725046,0.36458120140494055
0.31,0.603125,0.375,0.6835339554965233,0.9372909775376692,True,-1.1250729988671906,-1.5427481874597668,0.41767518859257624
0.31,0.603125,0.5,0.6835339554965233,0.9801864440260369,True,-1.0721436513538003,-1.5374520382710057,0.46530838691720544
0.31,0.603125,0.625,0.6835339554965233,1.0227884036881907,True,-1.023970687962735,-1.5321921273159504,0.5082214393532154
0.31,0.603125,0.75,0.6835339554965233,1.0650998586784308,True,-0.9799405434343634,-1.526968083929393,0.5470275404950297
0.31,0.603125,0.875,0.6835339554965233,1.1071237703465315,True,-0.9395408335802181,-1.5217795424841116,0.5822387089038935
0.31,0.603125,1.0,0.6835339554965233,1.14886305992865,True,-0.9023403242889024,-1.5166261423055694,0.6142858180166669
0.31,0.603125,1.125,0.6835339554965233,1.1903206092242438,True,-0.8679734779762927,-1.5115075275883374,0.6435340496120447
0.31,0.603125,1.25,0.6835339554965233,1.2314992612593274,True,-0.8361284018871693,-1.5064233473142046,0.6702949454270353
0.31,0.603125,1.375,0.6835339554965233,1.2724018209363863,True,-0.8065373554944559,-1.5013732551719345,0.6948358996774786
